Timestamp,Accel_X,Accel_Y,Accel_Z,Roll,Pitch,Yaw,GravAcc_X,GravAcc_Y,GravAcc_Z,UserAcc_X,UserAcc_Y,UserAcc_Z,RotRate_X,RotRate_Y,RotRate_Z,MagHeading,TrueHeading,HeadingAccuracy,Lat,Long,LocAccuracy,Course,Speed,Altitude
541376566.9,0.064301,-0.089188,-0.923798,0.065084,0.102686,-0.006681,0.064695,-0.102505,-0.992626,-0.000395,0.013318,0.068829,-0.072043,-0.008146,0.062502,225.592484,214.755157,20,38.934699,-77.043974,2000,-1,-1,58.325417
541376566.9,0.074203,-0.099182,-0.925949,0.064187,0.101589,-0.005888,0.063812,-0.101414,-0.992796,0.010391,0.002232,0.066846,-0.1231,-0.103041,0.072899,225.592484,214.755157,20,38.934699,-77.043974,2000,-1,-1,58.325417
541376566.9,0.079315,-0.105667,-0.932495,0.06277,0.100464,-0.005219,0.062413,-0.100296,-0.992998,0.016903,-0.005372,0.060503,-0.108993,-0.138093,0.051607,225.592484,214.755157,20,38.934699,-77.043974,2000,-1,-1,58.325417
541376566.9,0.078598,-0.113968,-0.939865,0.06145,0.099749,-0.004905,0.061106,-0.099584,-0.993151,0.017492,-0.014384,0.053286,-0.059707,-0.124063,0.01769,11.369868,0.532571,45,38.934699,-77.043974,2000,-1,-1,58.325417
541376566.9,0.073822,-0.118576,-0.952728,0.060479,0.099555,-0.004955,0.060143,-0.099391,-0.993229,0.013679,-0.019185,0.040501,-0.006239,-0.086609,-0.011929,11.369868,0.532571,45,38.934699,-77.043974,2000,-1,-1,58.325417
541376566.9,0.06427,-0.110779,-0.956818,0.060009,0.099774,-0.005179,0.059675,-0.099609,-0.993236,0.004595,-0.01117,0.036418,0.029998,-0.037518,-0.022412,11.369868,0.532571,45,38.934699,-77.043974,2000,-1,-1,58.325417
541376566.9,0.05542,-0.09613,-0.95546,0.060023,0.100045,-0.005394,0.059687,-0.099878,-0.993208,-0.004267,0.003748,0.037748,0.022355,0.011364,-0.019234,11.408287,0.57099,40,38.934699,-77.043974,2000,-1,-1,58.325417
541376566.9,0.056732,-0.089722,-0.960312,0.060423,0.099859,-0.005607,0.060085,-0.099693,-0.993202,-0.003353,0.009971,0.032891,-0.034345,0.044025,-0.024847,11.408287,0.57099,40,38.934699,-77.043974,2000,-1,-1,58.325417
541376566.9,0.06488,-0.099152,-0.976013,0.061023,0.099073,-0.005931,0.060686,-0.098911,-0.993244,0.004194,-0.00024,0.017231,-0.088803,0.06073,-0.041129,11.760128,0.922831,35,38.934699,-77.043974,2000,-1,-1,58.325417
541376567,0.072388,-0.102493,-0.976425,0.061767,0.097945,-0.006406,0.061432,-0.097788,-0.993309,0.010956,-0.004705,0.016884,-0.113332,0.073338,-0.057263,11.760128,0.922831,35,38.934699,-77.043974,2000,-1,-1,58.325417
541376567,0.069611,-0.08989,-0.967667,0.062646,0.096783,-0.006934,0.062312,-0.096632,-0.993368,0.007299,0.006742,0.025701,-0.11016,0.086114,-0.058312,11.760128,0.922831,35,38.934699,-77.043974,2000,-1,-1,58.325417
541376567,0.063461,-0.078949,-0.962875,0.063487,0.095748,-0.007295,0.063154,-0.095602,-0.993414,0.000307,0.016653,0.030539,-0.098504,0.077704,-0.034767,11.93825,1.100952,35,38.934699,-77.043974,2000,-1,-1,58.325417
541376567,0.063065,-0.074966,-0.95932,0.063955,0.09483,-0.007327,0.063624,-0.094688,-0.993472,-0.00056,0.019722,0.034152,-0.08893,0.034204,-0.001632,11.93825,1.100952,35,38.934699,-77.043974,2000,-1,-1,58.325417
541376567,0.067413,-0.075455,-0.957413,0.063899,0.093856,-0.00718,0.063575,-0.093719,-0.993567,0.003839,0.018264,0.036154,-0.104854,-0.016908,0.007884,12.007675,1.170378,35,38.934699,-77.043974,2000,-1,-1,58.325417
541376567,0.078781,-0.082245,-0.964615,0.063361,0.09249,-0.007203,0.063048,-0.092358,-0.993728,0.015733,0.010113,0.029113,-0.146243,-0.066081,-0.01796,12.007675,1.170378,35,38.934699,-77.043974,2000,-1,-1,58.325417
541376567,0.083588,-0.096054,-0.980011,0.062928,0.091645,-0.00731,0.062623,-0.091517,-0.993832,0.016158,0.009272,0.029218,-0.167472,-0.088545,-0.031951,12.007675,1.170378,35,38.934699,-77.043974,2000,-1,-1,58.325417
541376567,0.076218,-0.098373,-0.982376,0.061898,0.089832,-0.007664,0.061609,-0.089712,-0.99406,0.021979,-0.006342,0.014049,-0.180141,-0.107781,-0.05017,12.003432,1.166135,35,38.934699,-77.043974,2000,-1,-1,58.325417
541376567,0.064651,-0.087357,-0.974579,0.063249,0.094312,-0.008314,0.062926,-0.094173,-0.993565,0.013292,-0.004201,0.011189,-0.170555,-0.088597,-0.055456,12.003432,1.166135,35,38.934699,-77.043974,2000,-1,-1,58.325417
541376567,0.055786,-0.076065,-0.974991,0.066306,0.096398,-0.009041,0.06595,-0.096249,-0.99317,-0.001299,0.008892,0.018591,-0.158934,-0.065123,-0.043647,12.069584,1.232286,30,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.1,0.053497,-0.06958,-0.976089,0.067255,0.093705,-0.009323,0.06691,-0.093567,-0.993362,-0.011124,0.017502,0.018371,-0.153776,-0.050168,-0.016925,12.069584,1.232286,30,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.1,0.05719,-0.06871,-0.981918,0.066457,0.089324,-0.009156,0.066144,-0.089206,-0.993815,-0.012646,0.019626,0.017725,-0.166747,-0.04488,0.008636,12.069584,1.232286,30,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.1,0.067474,-0.076767,-0.996933,0.065845,0.08543,-0.008905,0.065558,-0.085326,-0.994194,-0.008368,0.016616,0.012276,-0.169973,-0.043828,0.011823,12.365048,1.527751,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.1,0.08255,-0.086243,-1.003967,0.066036,0.082712,-0.008797,0.065763,-0.082617,-0.994409,0.001711,0.00585,-0.002524,-0.147464,-0.054356,0.004459,12.365048,1.527751,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.1,0.079498,-0.080154,-0.997498,0.067801,0.081967,-0.00888,0.067522,-0.081876,-0.994353,0.015028,-0.004367,-0.009615,-0.08978,-0.0498,0.004747,12.57932,1.742023,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.1,0.06131,-0.06572,-0.988403,0.069772,0.083698,-0.00885,0.069472,-0.083601,-0.994075,0.010026,0.003446,-0.003423,-0.030104,-0.032442,0.025336,12.57932,1.742023,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.1,0.052689,-0.059158,-0.987289,0.070474,0.085666,-0.008474,0.070157,-0.085561,-0.99386,-0.008848,0.019841,0.005456,0.001762,-0.016284,0.052191,12.57932,1.742023,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.1,0.057922,-0.063278,-0.994125,0.069708,0.086174,-0.007759,0.069393,-0.086068,-0.99387,-0.016705,0.026909,0.00658,0.007046,-0.030051,0.071432,12.984425,2.147127,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.1,0.062958,-0.071335,-0.9935,0.067872,0.085413,-0.006817,0.067573,-0.085309,-0.994061,-0.00965,0.022031,-0.000065,0.007026,-0.051295,0.087441,12.984425,2.147127,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.1,0.061234,-0.07309,-0.982727,0.065922,0.084186,-0.00573,0.065641,-0.084087,-0.994294,-0.002683,0.012752,0.000794,0.014458,-0.059742,0.101356,12.995953,2.158655,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.2,0.059723,-0.073914,-0.975983,0.064489,0.083078,-0.00459,0.064222,-0.082982,-0.994479,-0.002989,0.009893,0.011752,0.015495,-0.066103,0.110969,12.995953,2.158655,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.2,0.059036,-0.077011,-0.974045,0.063897,0.08265,-0.003464,0.063635,-0.082556,-0.994553,-0.003913,0.008643,0.01857,-0.000501,-0.082133,0.114088,12.995953,2.158655,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.2,0.055771,-0.0811,-0.973831,0.064304,0.082656,-0.002489,0.064041,-0.082562,-0.994526,-0.005004,0.005551,0.020481,-0.038861,-0.098301,0.103216,12.985105,2.147807,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.2,0.05098,-0.083832,-0.980377,0.064284,0.081783,-0.001616,0.064025,-0.081692,-0.994599,-0.008254,0.000592,0.020768,-0.083624,-0.108131,0.086975,12.985105,2.147807,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.2,0.049011,-0.084564,-0.988998,0.062987,0.079739,-0.000782,0.062745,-0.079655,-0.994846,-0.011766,-0.004177,0.014469,-0.107062,-0.102961,0.070844,13.010216,2.172918,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.2,0.047897,-0.085236,-0.993408,0.061476,0.07745,-0.000098,0.061253,-0.077373,-0.995119,-0.012241,-0.007192,0.006121,-0.098511,-0.07423,0.053811,13.010216,2.172918,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.2,0.048416,-0.083344,-0.995026,0.060737,0.075847,0.000427,0.060525,-0.075775,-0.995286,-0.012628,-0.009461,0.001878,-0.068631,-0.043251,0.043291,13.010216,2.172918,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.2,0.048431,-0.079987,-0.994766,0.060508,0.075229,0.000919,0.0603,-0.075158,-0.995347,-0.011884,-0.008186,0.000321,-0.030235,-0.031342,0.049892,13.173011,2.335713,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.2,0.047043,-0.077118,-0.991882,0.060163,0.075076,0.001508,0.059958,-0.075005,-0.995379,-0.011526,-0.004982,0.000613,-0.007824,-0.042905,0.061745,13.173011,2.335713,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.2,0.048248,-0.074692,-0.995667,0.059558,0.075148,0.002176,0.059355,-0.075077,-0.99541,-0.012312,-0.002041,0.003527,0.001832,-0.067303,0.068193,13.173011,2.335713,25,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.3,0.049835,-0.075882,-1.00116,0.058691,0.075359,0.002869,0.058491,-0.075287,-0.995445,-0.010243,0.000596,-0.000222,-0.002377,-0.090718,0.069233,13.163181,2.325884,20,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.3,0.050247,-0.080704,-1.005524,0.057617,0.075698,0.003552,0.057421,-0.075626,-0.995482,-0.007585,-0.000256,-0.005678,-0.006621,-0.094999,0.066008,13.163181,2.325884,20,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.3,0.044891,-0.083008,-1.007675,0.056461,0.076112,0.004184,0.056268,-0.076039,-0.995516,-0.006021,-0.004665,-0.010008,-0.002356,-0.079037,0.05856,13.132772,2.295475,20,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.3,0.040405,-0.076599,-1.007492,0.055562,0.076566,0.004738,0.055371,-0.076491,-0.995532,-0.01048,-0.006517,-0.012144,0.005069,-0.04817,0.051131,13.132772,2.295475,20,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.3,0.039612,-0.074661,-1.009293,0.054956,0.077011,0.005278,0.054765,-0.076935,-0.995531,-0.01436,0.000336,-0.011961,0.004977,-0.019457,0.052206,13.132772,2.295475,20,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.3,0.04158,-0.078232,-1.011261,0.054585,0.077276,0.00586,0.054395,-0.077199,-0.995531,-0.014783,0.002538,-0.013762,-0.004711,-0.004612,0.0575,13.118447,2.28115,20,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.3,0.044968,-0.079971,-1.009262,0.054223,0.077324,0.006515,0.054034,-0.077247,-0.995547,-0.012454,-0.000985,-0.015714,-0.010071,-0.009947,0.063878,13.118447,2.28115,20,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.3,0.045853,-0.078979,-1.003647,0.053787,0.077291,0.007186,0.0536,-0.077214,-0.995573,-0.008632,-0.002757,-0.013689,-0.004707,-0.015238,0.062836,13.128934,2.291636,20,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.3,0.044403,-0.081024,-1.001373,0.053393,0.077312,0.007821,0.053208,-0.077235,-0.995592,-0.007355,-0.001745,-0.008055,0.012397,-0.016213,0.061853,13.128934,2.291636,20,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.3,0.044983,-0.085785,-1.00351,0.052971,0.077678,0.00836,0.052787,-0.0776,-0.995586,-0.007804,-0.008185,-0.007923,0.039163,-0.013964,0.050242,13.087979,2.250682,20,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.4,0.043961,-0.086105,-1.002563,0.052835,0.078336,0.008806,0.052648,-0.078256,-0.995542,-0.007665,-0.007529,-0.007967,0.071218,-0.008484,0.047201,13.087979,2.250682,20,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.4,0.042496,-0.080719,-0.999847,0.052473,0.079405,0.009264,0.052284,-0.079322,-0.995477,-0.008323,-0.006784,-0.007086,0.097912,-0.006214,0.04947,13.087979,2.250682,20,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.4,0.038452,-0.076981,-0.994781,0.051963,0.080412,0.009874,0.051771,-0.080326,-0.995423,-0.009276,-0.000393,-0.004424,0.110645,-0.008247,0.067683,13.067422,2.230124,20,38.934699,-77.043974,2000,-1,-1,58.325417
541376567.4,0.039627,-0.081116,-0.99173,0.051323,0.081326,0.010637,0.051131,-0.081237,-0.995382,-0.012679,0.004256,0.000601,0.104218,-0.025276,0.080459,13.067422,2.230124,20,38.934594,-77.043963,65,-1,-1,58.020481
541376567.4,0.041183,-0.087006,-0.988632,0.050559,0.082168,0.011433,0.050367,-0.082076,-0.995353,-0.01074,0.00096,0.003623,0.088249,-0.044501,0.080374,12.993084,2.155787,20,38.934594,-77.043963,65,-1,-1,58.020481
541376567.4,0.040756,-0.089355,-0.984161,0.049796,0.082933,0.012177,0.049605,-0.082838,-0.995328,-0.008421,-0.004168,0.006696,0.078698,-0.055195,0.073918,12.993084,2.155787,20,38.934594,-77.043963,65,-1,-1,58.020481
541376567.4,0.036728,-0.088715,-0.983582,0.049041,0.083544,0.012802,0.048851,-0.083447,-0.995314,-0.008094,-0.005909,0.011153,0.067018,-0.057402,0.061047,12.993084,2.155787,20,38.934594,-77.043963,65,-1,-1,58.020481
541376567.4,0.032593,-0.08873,-0.983307,0.048354,0.084061,0.013259,0.048164,-0.083962,-0.995304,-0.011436,-0.004753,0.011723,0.052129,-0.049001,0.042824,12.945648,2.108351,20,38.934594,-77.043963,65,-1,-1,58.020481
541376567.4,0.031677,-0.089798,-0.984024,0.047804,0.084462,0.01354,0.047615,-0.084361,-0.995297,-0.015022,-0.004368,0.01199,0.030833,-0.041696,0.024569,12.945648,2.108351,20,38.934594,-77.043963,65,-1,-1,58.020481
541376567.4,0.032196,-0.092026,-0.984879,0.047319,0.084652,0.013691,0.047132,-0.084551,-0.995304,-0.015455,-0.005247,0.01128,0.011649,-0.035435,0.011663,12.932333,2.095036,20,38.934594,-77.043963,65,-1,-1,58.020481
541376567.5,0.029663,-0.090439,-0.981079,0.046861,0.084642,0.01375,0.046676,-0.084541,-0.995326,-0.01448,-0.007485,0.010448,0.010604,-0.03226,0.005252,12.932333,2.095036,20,38.934594,-77.043963,65,-1,-1,58.020481
541376567.5,0.031952,-0.087189,-0.976028,0.046387,0.084696,0.013772,0.046205,-0.084594,-0.995344,-0.016542,-0.005844,0.014265,0.028769,-0.026853,0.002141,12.932333,2.095036,20,38.934594,-77.043963,65,-1,-1,58.020481
541376567.5,0.033936,-0.083572,-0.973679,0.045881,0.085072,0.013797,0.045699,-0.084969,-0.995335,-0.013747,-0.002219,0.019307,0.049102,-0.039506,0.003307,12.959152,2.121855,20,38.934594,-77.043963,65,-1,-1,58.020481
541376567.5,0.033981,-0.084152,-0.97583,0.045249,0.085712,0.013796,0.045067,-0.085607,-0.995309,-0.011132,0.002035,0.021631,0.059856,-0.058594,0.00122,12.959152,2.121855,20,38.934594,-77.043963,65,-1,-1,58.020481
541376567.5,0.032028,-0.0858,-0.979599,0.044475,0.086448,0.013777,0.044294,-0.08634,-0.995281,-0.010313,0.002188,0.019451,0.062036,-0.06922,-0.000907,13.011671,2.174374,20,38.934594,-77.043963,65,-1,-1,58.020481
541376567.5,0.032501,-0.085129,-0.983139,0.043689,0.087099,0.013708,0.04351,-0.086989,-0.995259,-0.011482,0.001189,0.01566,0.054561,-0.059698,-0.007348,13.011671,2.174374,20,38.934594,-77.043963,65,-1,-1,58.020481
