Timestamp,Quat.X,Quat.Y,Quat.Z,Quat.W,MagHeading,TrueHeading,HeadingAccuracy,Altitude
0.011172,0.000000,0.000000,0.000000,0.000000,347.822723,336.987885,30.000000,66.188538
0.021197,0.000000,0.000000,0.000000,0.000000,347.822723,336.987885,30.000000,66.188538
0.031171,0.000000,0.000000,0.000000,0.000000,347.822723,336.987885,30.000000,66.188538
0.041358,0.000000,0.000000,0.000000,0.000000,347.822723,336.987885,30.000000,66.188538
0.051067,0.000000,0.000000,0.000000,0.000000,347.822723,336.987885,30.000000,66.188538
0.061090,0.000000,0.000000,0.000000,0.000000,347.822723,336.987885,30.000000,66.188538
0.071081,0.000000,0.000000,0.000000,0.000000,347.822723,336.987885,30.000000,66.188538
0.081063,0.000000,0.000000,0.000000,0.000000,347.822723,336.987885,30.000000,66.188538
0.090089,0.000000,0.000000,0.000000,0.000000,347.822723,336.987885,30.000000,66.188538
0.100600,0.000000,0.000000,0.000000,0.000000,347.822723,336.987885,30.000000,66.188538
0.111086,0.000000,0.000000,0.000000,0.000000,347.822723,336.987885,30.000000,66.188538
0.121065,0.000000,0.000000,0.000000,0.000000,347.822723,336.987885,30.000000,66.188538
0.131054,0.000000,0.000000,0.000000,0.000000,347.822723,336.987885,30.000000,66.188538
0.141065,0.000000,0.000000,0.000000,0.000000,347.822723,336.987885,30.000000,66.188538
0.151046,0.000000,0.000000,0.000000,0.000000,347.822723,336.987885,30.000000,66.188538
0.161052,0.022489,-0.145630,0.003311,0.989078,347.822723,336.987885,30.000000,66.188538
0.171059,0.022788,-0.147442,0.003134,0.988803,347.822723,336.987885,30.000000,66.188538
0.180733,0.023131,-0.149437,0.002845,0.988497,347.822723,336.987885,30.000000,66.188538
0.190937,0.023456,-0.151653,0.002529,0.988152,36.243279,25.408428,80.000000,66.188538
0.200743,0.023703,-0.154222,0.002281,0.987749,36.243279,25.408428,80.000000,66.188538
0.210672,0.024041,-0.157217,0.002105,0.987269,36.310524,25.475674,60.000000,66.188538
0.221065,0.024562,-0.160621,0.002004,0.986708,36.310524,25.475674,60.000000,66.188538
0.231039,0.025133,-0.164455,0.001941,0.986062,36.310524,25.475674,60.000000,66.188538
0.241065,0.025674,-0.168903,0.001889,0.985296,36.754410,25.919559,55.000000,66.188538
0.250621,0.026281,-0.174319,0.001801,0.984337,36.754410,25.919559,55.000000,66.188538
0.261057,0.027058,-0.180842,0.001632,0.983138,37.068481,26.233631,50.000000,66.188538
0.270293,0.027827,-0.188438,0.001518,0.981689,37.068481,26.233631,50.000000,66.188538
0.281102,0.028474,-0.196757,0.001615,0.980037,37.068481,26.233631,50.000000,66.188538
0.291075,0.028711,-0.205448,0.002074,0.978244,36.972374,26.137524,50.000000,66.188538
0.301070,0.028482,-0.214212,0.002391,0.976369,36.972374,26.137524,50.000000,66.188538
0.311099,0.028331,-0.222869,0.001930,0.974434,36.858170,26.023319,50.000000,66.188538
0.321174,0.028603,-0.231106,0.001325,0.972507,36.858170,26.023319,50.000000,66.188538
0.331177,0.028126,-0.238574,0.000775,0.970716,36.858170,26.023319,50.000000,66.188538
0.341095,0.026958,-0.245079,0.000315,0.969128,36.965664,26.130814,50.000000,66.188538
0.351085,0.025895,-0.250541,-0.000118,0.967759,36.965664,26.130814,50.000000,66.188538
0.361069,0.024756,-0.255126,-0.000580,0.966591,37.123577,26.288727,50.000000,66.188538
0.371132,0.023250,-0.259230,-0.001171,0.965535,37.123577,26.288727,50.000000,66.188538
0.381089,0.021640,-0.263301,-0.001781,0.964469,37.123577,26.288727,50.000000,66.188538
0.391100,0.019988,-0.267602,-0.002452,0.963319,37.369713,26.534863,50.000000,66.188538
0.401083,0.018320,-0.272231,-0.003125,0.962052,37.369713,26.534863,50.000000,66.188538
0.411255,0.016588,-0.277270,-0.003792,0.960641,37.369713,26.534863,50.000000,66.188538
0.421233,0.014696,-0.282685,-0.004386,0.959090,37.656864,26.822014,50.000000,66.188538
0.431209,0.012918,-0.288645,-0.004899,0.957336,37.656864,26.822014,50.000000,66.188538
0.441255,0.011148,-0.295734,-0.005273,0.955191,37.930008,27.095158,50.000000,66.188538
0.451152,0.009446,-0.304086,-0.005033,0.952584,37.930008,27.095158,50.000000,66.188538
0.461167,0.007339,-0.314044,-0.004761,0.949368,38.038040,27.203190,50.000000,66.188538
0.470584,0.005647,-0.325520,-0.004455,0.945508,38.038040,27.203190,50.000000,66.188538
0.480635,0.004527,-0.338298,-0.004097,0.941019,38.038040,27.203190,50.000000,66.188538
0.491180,0.003529,-0.352173,-0.003632,0.935921,38.708561,27.873711,50.000000,66.188538
0.501156,0.002626,-0.366560,-0.002923,0.930386,38.708561,27.873711,50.000000,66.188538
0.511154,0.001725,-0.380760,-0.002116,0.924670,38.605465,27.770615,50.000000,66.188538
0.521152,0.000766,-0.394740,-0.001249,0.918792,38.605465,27.770615,50.000000,66.188538
0.531150,-0.000117,-0.408583,-0.000409,0.912721,38.605465,27.770615,50.000000,66.188538
0.541152,-0.000869,-0.422427,0.000630,0.906396,38.475380,27.640530,50.000000,66.188538
0.551197,-0.001772,-0.436719,0.002029,0.899593,38.475380,27.640530,50.000000,66.188538
0.561159,-0.002514,-0.451273,0.003184,0.892377,38.475380,27.640530,50.000000,66.188538
0.571089,-0.002033,-0.465780,0.004336,0.884887,38.265095,27.430244,50.000000,66.188538
0.581065,-0.000669,-0.479891,0.005039,0.877313,38.265095,27.430244,50.000000,66.188538
0.590345,0.000826,-0.493686,0.005499,0.869622,38.265095,27.430244,50.000000,66.188538
0.601047,0.002478,-0.507415,0.006229,0.861675,38.265095,27.430244,50.000000,66.188538
0.611074,0.003908,-0.521122,0.007400,0.853441,37.942047,27.107197,50.000000,66.188538
0.621082,0.004775,-0.534784,0.008331,0.844934,37.539921,26.705070,50.000000,68.352592
0.631060,0.005382,-0.547677,0.009765,0.836615,37.539921,26.705070,50.000000,68.352592
0.641122,0.005865,-0.559585,0.011230,0.828676,37.120743,26.285892,50.000000,68.352592
0.651061,0.005848,-0.570616,0.012513,0.821101,37.120743,26.285892,50.000000,68.352592
0.661078,0.005791,-0.580757,0.014138,0.813934,36.770641,25.935791,50.000000,68.352592
0.671094,0.005233,-0.589724,0.015268,0.807443,36.770641,25.935791,50.000000,68.352592
0.681087,0.004357,-0.597830,0.016015,0.801451,36.770641,25.935791,50.000000,68.352592
0.690274,0.004041,-0.601707,0.016526,0.798535,36.653862,25.819012,50.000000,68.352592
0.701088,0.002654,-0.613379,0.018155,0.789576,36.653862,25.819012,50.000000,68.352592
0.711087,0.001643,-0.621799,0.019727,0.782927,36.564884,25.730034,50.000000,68.352592
0.720635,0.000855,-0.631319,0.021719,0.775219,36.564884,25.730034,50.000000,68.352592
0.731119,0.000106,-0.642618,0.024328,0.765800,36.564884,25.730034,50.000000,68.352592
0.741124,0.000250,-0.656106,0.027825,0.754156,36.232510,25.397659,50.000000,68.352592
0.751076,0.001066,-0.671983,0.031916,0.739878,36.232510,25.397659,50.000000,68.352592
0.761147,0.002484,-0.690055,0.036263,0.722844,36.232510,25.397659,50.000000,68.352592
0.771151,0.004479,-0.710264,0.040242,0.702769,35.332638,24.497787,50.000000,68.352592
0.781145,0.009374,-0.732952,0.047694,0.678542,35.332638,24.497787,50.000000,68.352592
0.791211,0.016134,-0.755183,0.057493,0.652789,33.647274,22.812424,50.000000,68.352592
0.801190,0.014754,-0.754928,0.057662,0.653101,33.647274,22.812424,50.000000,68.352592
0.811125,0.011452,-0.753722,0.055333,0.654760,33.647274,22.812424,50.000000,68.352592
0.821178,0.010408,-0.753735,0.054873,0.654800,33.175148,22.340298,50.000000,68.352592
0.831148,0.010231,-0.754135,0.053992,0.654416,33.175148,22.340298,50.000000,68.352592
0.841170,0.010090,-0.754780,0.052471,0.653798,33.498871,22.664021,50.000000,68.352592
0.851238,0.009980,-0.755369,0.050476,0.653276,33.498871,22.664021,50.000000,68.352592
0.861140,0.009871,-0.755690,0.049425,0.652987,33.498871,22.664021,50.000000,68.352592
0.871133,0.009540,-0.756486,0.047392,0.652220,33.900383,23.065533,50.000000,68.352592
0.881131,0.009314,-0.757490,0.045472,0.651195,33.900383,23.065533,50.000000,68.352592
0.891217,0.008932,-0.758273,0.043923,0.650394,34.324905,23.490055,50.000000,68.352592
0.901610,0.008116,-0.758260,0.042660,0.650504,34.324905,23.490055,50.000000,68.352592
0.911202,0.006975,-0.757767,0.041883,0.651142,34.324905,23.490055,50.000000,68.352592
0.921284,0.005638,-0.757038,0.041827,0.652006,34.720192,23.885342,50.000000,68.352592
0.931417,0.004234,-0.756132,0.042581,0.653018,34.720192,23.885342,50.000000,68.352592
0.941213,0.002929,-0.755088,0.044245,0.654122,34.864731,24.029881,50.000000,68.352592
0.951317,0.001800,-0.754233,0.046288,0.654971,34.864731,24.029881,50.000000,68.352592
0.961253,0.000892,-0.754070,0.047765,0.655055,34.864731,24.029881,50.000000,68.352592
0.971329,-0.000058,-0.754381,0.048520,0.654640,34.751869,23.917019,50.000000,68.352592
0.981180,-0.001172,-0.755040,0.048788,0.653859,34.751869,23.917019,50.000000,68.352592
0.991192,-0.002386,-0.755754,0.049112,0.653006,22.348845,11.513993,50.000000,68.352592
1.001180,-0.003529,-0.756217,0.050091,0.652391,22.348845,11.513993,50.000000,68.352592
1.011267,-0.004290,-0.756369,0.052500,0.652021,22.348845,11.513993,50.000000,68.352592
1.021232,-0.004761,-0.755682,0.056902,0.652444,16.108892,5.274041,50.000000,68.352592
1.031145,-0.005549,-0.754036,0.063892,0.653695,16.108892,5.274041,50.000000,68.352592
1.041146,-0.006888,-0.751763,0.072986,0.655346,10.062181,359.227325,50.000000,68.352592
1.051139,-0.008810,-0.749000,0.083475,0.657231,10.062181,359.227325,50.000000,68.352592
1.061235,-0.011237,-0.745897,0.094809,0.659182,10.062181,359.227325,50.000000,68.352592
1.071382,-0.014215,-0.742615,0.106144,0.661100,1.125611,350.290771,45.000000,68.352592
1.081136,-0.017885,-0.739426,0.117033,0.662746,1.125611,350.290771,45.000000,68.352592
1.091141,-0.022032,-0.736674,0.127122,0.663826,356.946716,346.111877,45.000000,68.352592
1.100932,-0.026039,-0.734491,0.136440,0.664250,356.946716,346.111877,45.000000,68.352592
1.111090,-0.029640,-0.732921,0.144864,0.664050,356.946716,346.111877,45.000000,68.352592
1.121144,-0.032454,-0.732976,0.150850,0.662523,353.616394,342.781555,45.000000,68.352592
1.131134,-0.034183,-0.733404,0.155148,0.660967,353.616394,342.781555,45.000000,68.352592
1.141233,-0.035207,-0.733715,0.158279,0.659826,351.217651,340.382812,45.000000,68.352592
1.151133,-0.035998,-0.733476,0.161261,0.659326,351.217651,340.382812,45.000000,68.352592
1.161043,-0.036962,-0.732754,0.164094,0.659378,351.217651,340.382812,45.000000,68.352592
1.171076,-0.038487,-0.731801,0.166726,0.659688,347.632080,336.797241,45.000000,68.352592
1.181042,-0.040473,-0.730708,0.169141,0.660165,347.632080,336.797241,45.000000,68.352592
1.191042,-0.042808,-0.729723,0.171030,0.660621,346.186554,335.351715,45.000000,68.352592
1.201420,-0.045455,-0.729213,0.171948,0.660769,346.186554,335.351715,45.000000,68.352592
1.211076,-0.048065,-0.729200,0.171931,0.660603,346.186554,335.351715,45.000000,68.352592
