Timestamp,Quat.X,Quat.Y,Quat.Z,Quat.W,MagHeading,TrueHeading,HeadingAccuracy,Altitude
0.161095,-0.008123,-0.635324,0.000166,0.772203,47.058006,36.220829,15,56.360935
0.171199,-0.007874,-0.63528,0.000459,0.772242,47.058006,36.220829,15,56.360935
0.180679,-0.007723,-0.635189,0.000687,0.772318,50.867657,40.030479,40,56.360935
0.191076,-0.007666,-0.635096,0.000844,0.772395,50.867657,40.030479,40,56.360935
0.200156,-0.007708,-0.634983,0.000932,0.772487,50.867657,40.030479,40,56.360935
0.210399,-0.007843,-0.634817,0.000978,0.772622,51.034714,40.197536,30,56.360935
0.221088,-0.008056,-0.634683,0.001011,0.77273,51.034714,40.197536,30,56.360935
0.231033,-0.008279,-0.63458,0.001064,0.772812,51.068924,40.231747,25,56.360935
0.241171,-0.008456,-0.634484,0.001134,0.772889,51.068924,40.231747,25,56.360935
0.251248,-0.008591,-0.634368,0.001215,0.772982,51.068924,40.231747,25,56.360935
0.261164,-0.008673,-0.634264,0.001291,0.773067,51.051384,40.214207,25,56.360935
0.271233,-0.008709,-0.634165,0.001354,0.773148,51.051384,40.214207,25,56.360935
0.281157,-0.008672,-0.634114,0.001418,0.77319,51.051384,40.214207,25,56.360935
0.291595,-0.008545,-0.634042,0.001487,0.77325,51.050598,40.213421,25,56.360935
0.301153,-0.008351,-0.633835,0.001572,0.773421,51.050598,40.213421,25,56.360935
0.311227,-0.008124,-0.633514,0.001666,0.773687,51.034012,40.196835,25,56.360935
0.321252,-0.007695,-0.637686,0.001549,0.770257,51.034012,40.196835,25,56.360935
0.331055,-0.007464,-0.638946,0.001602,0.769214,51.034012,40.196835,25,56.360935
0.341212,-0.007351,-0.639872,0.001696,0.768444,50.908401,40.071224,25,56.360935
0.350573,-0.007332,-0.640508,0.001745,0.767914,50.908401,40.071224,25,56.360935
0.361162,-0.007565,-0.640678,0.002023,0.76777,50.629524,39.792347,20,56.360935
0.371246,-0.008045,-0.640939,0.002438,0.767546,50.629524,39.792347,20,56.360935
0.381218,-0.00877,-0.641579,0.003046,0.767001,50.629524,39.792347,20,56.360935
0.391589,-0.009616,-0.642231,0.003747,0.766442,50.402428,39.56525,20,56.360935
0.400253,-0.010244,-0.642624,0.00427,0.766101,50.402428,39.56525,20,56.360935
0.411501,-0.010465,-0.642202,0.004512,0.766451,50.210663,39.373486,20,56.360935
0.421414,-0.010524,-0.641794,0.004667,0.766791,50.210663,39.373486,20,56.360935
0.431263,-0.010469,-0.641514,0.00477,0.767025,50.210663,39.373486,20,56.360935
0.441538,-0.010267,-0.6413,0.004778,0.767207,50.017048,39.179871,15,56.360935
0.450243,-0.010156,-0.641177,0.004774,0.767311,50.017048,39.179871,15,56.360935
0.461261,-0.010079,-0.641102,0.004978,0.767373,49.916813,39.079636,15,56.360935
0.471122,-0.010066,-0.641113,0.005045,0.767364,49.916813,39.079636,15,56.360935
0.480463,-0.010036,-0.640894,0.005135,0.767547,49.916813,39.079636,15,56.360935
0.491289,-0.009991,-0.640353,0.005154,0.767998,49.802639,38.965462,15,56.360935
0.501254,-0.009994,-0.63977,0.005163,0.768484,49.802639,38.965462,15,56.360935
0.510378,-0.010073,-0.639309,0.005246,0.768866,49.719425,38.882248,15,56.360935
0.52123,-0.010249,-0.639015,0.005432,0.769107,49.719425,38.882248,15,56.360935
0.531221,-0.01033,-0.638759,0.005598,0.769317,49.719425,38.882248,15,56.360935
0.541182,-0.010307,-0.638462,0.005751,0.769563,49.657173,38.819996,15,56.360935
0.551176,-0.010285,-0.638161,0.005959,0.769811,49.657173,38.819996,15,56.360935
0.561302,-0.010219,-0.637871,0.006151,0.770051,49.62529,38.788113,15,56.360935
0.571525,-0.010147,-0.637649,0.006335,0.770234,49.62529,38.788113,15,56.360935
0.581502,-0.010137,-0.637502,0.006529,0.770354,49.62529,38.788113,15,56.360935
0.591117,-0.010098,-0.637332,0.006663,0.770494,49.576439,38.739262,15,56.360935
0.601096,-0.009966,-0.637145,0.006681,0.770651,49.576439,38.739262,15,56.360935
0.611171,-0.009876,-0.637058,0.006699,0.770723,49.571404,38.734226,15,56.360935
0.621213,-0.009868,-0.637133,0.006781,0.770661,49.571404,38.734226,15,56.360935
0.631227,-0.009956,-0.637114,0.006866,0.770675,49.576351,38.739174,15,56.360935
0.641247,-0.010071,-0.637067,0.006958,0.770711,49.576351,38.739174,15,56.360935
0.650202,-0.010181,-0.636976,0.007015,0.770785,49.576351,38.739174,15,56.360935
0.661185,-0.010283,-0.636889,0.007054,0.770855,49.62265,38.785473,15,56.360935
0.67107,-0.010372,-0.636793,0.007058,0.770933,49.62265,38.785473,15,56.360935
0.681081,-0.010454,-0.63672,0.007074,0.770992,49.671898,38.834721,15,56.360935
0.691074,-0.010505,-0.636579,0.007103,0.771107,49.671898,38.834721,15,56.360935
0.700239,-0.010534,-0.636465,0.007149,0.7712,49.671898,38.834721,15,56.360935
0.711112,-0.010567,-0.636415,0.007245,0.771241,49.737698,38.90052,15,56.360935
0.72108,-0.010561,-0.636389,0.00735,0.771261,49.737698,38.90052,15,56.360935
0.731076,-0.010503,-0.636317,0.007407,0.77132,49.737698,38.90052,15,56.360935
0.741151,-0.010425,-0.63624,0.007416,0.771385,49.750599,38.913422,15,56.360935
0.751193,-0.010384,-0.63618,0.007417,0.771435,49.750599,38.913422,15,56.360935
0.761203,-0.010391,-0.636113,0.007411,0.771491,49.772617,38.93544,15,56.360935
0.771185,-0.010457,-0.636041,0.007384,0.771549,49.772617,38.93544,15,56.360935
0.781366,-0.010609,-0.63592,0.007308,0.771647,49.772617,38.93544,15,56.360935
0.791152,-0.010855,-0.635798,0.007196,0.771745,49.866104,39.028927,15,56.360935
0.801142,-0.011191,-0.635687,0.007065,0.771833,49.866104,39.028927,15,56.360935
0.811217,-0.011555,-0.635575,0.006918,0.771922,49.976841,39.139664,15,56.360935
0.821143,-0.011937,-0.635459,0.006733,0.772013,49.976841,39.139664,15,56.360935
0.831134,-0.012335,-0.635333,0.006503,0.772113,49.976841,39.139664,15,56.360935
0.841106,-0.012756,-0.635193,0.006194,0.772224,50.120197,39.28302,15,56.360935
0.851142,-0.013194,-0.635085,0.0058,0.772308,50.120197,39.28302,15,56.360935
0.861222,-0.01372,-0.634908,0.005344,0.772447,50.310326,39.473148,15,56.360935
0.871141,-0.014359,-0.634706,0.004858,0.772605,50.310326,39.473148,15,56.360935
0.881227,-0.015089,-0.634567,0.004342,0.772708,50.310326,39.473148,15,56.360935
0.891241,-0.015895,-0.634381,0.003788,0.772847,50.580536,39.743359,15,56.360935
